unit_id,essay_file,sentence_id,sentence_text,sentence_with_boundry,error_span,n_annotators,annotators,gold_expression,gold_discourse,gold_meaning,expression_confidence,discourse_confidence,meaning_confidence,row_ambiguity,expr_votes_sum,disc_votes_sum,mean_votes_sum,label_signature
JPN_B2_0 - Smoking - WE_JPN_SMK0_012_B2_0.xlsx||2,JPN_B2_0 - Smoking - WE_JPN_SMK0_012_B2_0.xlsx,2,"In my opinion, smoking should not be banned completely in two reasons.","In my opinion, smoking should not be banned completely /ERR/in two reasons/ERR/.",in two reasons,2,ST_02|ST_05,1,0,0,low,high,high,high,1,0,0,1_0_0
JPN_B2_0 - Smoking - WE_JPN_SMK0_012_B2_0.xlsx||3,JPN_B2_0 - Smoking - WE_JPN_SMK0_012_B2_0.xlsx,3,"First, smoker has a right to smoke as long as it doesn't become a nuisance to public people.","First, smoker has a right to smoke as long as it doesn't become a nuisance to /ERR/public people/ERR/.",public people,2,ST_02|ST_05,1,0,0,high,high,high,low,2,0,0,1_0_0
JPN_B2_0 - Smoking - WE_JPN_SMK0_012_B2_0.xlsx||5,JPN_B2_0 - Smoking - WE_JPN_SMK0_012_B2_0.xlsx,5,"In some public place where we can't separate non-smoker from smoker such as sidewalks in a big city or platform at station during rush hour, I think, of course, we should ban smoking completely.","In some public place where we can't separate non-smoker from smoker such as sidewalks in a big city or /ERR/platform at station/ERR/ during rush hour, I think, of course, we should ban smoking completely.",platform at station,2,ST_02|ST_05,1,1,0,low,low,high,high,1,1,0,1_1_0
JPN_B2_0 - Smoking - WE_JPN_SMK0_012_B2_0.xlsx||6,JPN_B2_0 - Smoking - WE_JPN_SMK0_012_B2_0.xlsx,6,"But if we just set the table for smokers, no problem could be happen.","But if we just /ERR/set the table for smokers/ERR/, no problem could be happen.",set the table for smokers,2,ST_02|ST_05,0,0,1,high,high,low,high,0,0,1,0_0_1
JPN_B2_0 - Smoking - WE_JPN_SMK0_012_B2_0.xlsx||7,JPN_B2_0 - Smoking - WE_JPN_SMK0_012_B2_0.xlsx,7,"But if we just set the table for smokers, no problem could be happen.","But if we just set the table for smokers, no problem /ERR/could be happen/ERR/.",could be happen,2,ST_02|ST_05,1,0,1,low,high,low,high,1,0,1,1_0_1
JPN_B2_0 - Smoking - WE_JPN_SMK0_012_B2_0.xlsx||8,JPN_B2_0 - Smoking - WE_JPN_SMK0_012_B2_0.xlsx,8,"Actually, at many restaurants they arrange tables for both people (smoker and non-smoker), and this is consider to be a good idea and seems to have been succeeded.","Actually, at many restaurants they arrange tables for both people (smoker and non-smoker), and this is /ERR/consider to be/ERR/ a good idea and seems to have been succeeded.",consider to be,2,ST_02|ST_05,0,1,0,high,high,high,low,0,2,0,0_1_0
JPN_B2_0 - Smoking - WE_JPN_SMK0_012_B2_0.xlsx||9,JPN_B2_0 - Smoking - WE_JPN_SMK0_012_B2_0.xlsx,9,"Actually, at many restaurants they arrange tables for both people (smoker and non-smoker), and this is consider to be a good idea and seems to have been succeeded.","Actually, at many restaurants they arrange tables for both people (smoker and non-smoker), and this is consider to be a good idea and seems to have been /ERR/succeeded/ERR/.",succeeded,2,ST_02|ST_05,1,1,0,low,low,high,high,1,1,0,1_1_0
JPN_B2_0 - Smoking - WE_JPN_SMK0_012_B2_0.xlsx||10,JPN_B2_0 - Smoking - WE_JPN_SMK0_012_B2_0.xlsx,10,"Second, if smoking were banned completely at all restaurants, smokers will hesitate to enter restaurants.","Second, if smoking were banned completely at all restaurants, smokers /ERR/will hesitate to enter restaurants/ERR/.",will hesitate to enter restaurants,2,ST_02|ST_05,1,0,0,low,high,high,high,1,0,0,1_0_0
JPN_B2_0 - Smoking - WE_JPN_SMK0_012_B2_0.xlsx||11,JPN_B2_0 - Smoking - WE_JPN_SMK0_012_B2_0.xlsx,11,"In this situation, the profit of restaurants would be decreasing and at last economy would also be going down.","In this situation, the profit of restaurants would be decreasing and /ERR/at last economy/ERR/ would also be going down.",at last economy,2,ST_02|ST_05,0,0,1,high,high,high,low,0,0,2,0_0_1
JPN_B2_0 - Smoking - WE_JPN_SMK0_012_B2_0.xlsx||15,JPN_B2_0 - Smoking - WE_JPN_SMK0_012_B2_0.xlsx,15,"So, if we shut out those people from restaurants or café, there would be negative impact on Japanese Economy.","So, if we shut out those people from restaurants or café, there would be /ERR/negative impact on Japanese Economy/ERR/.",negative impact on Japanese Economy,2,ST_02|ST_05,1,1,0,low,low,high,high,1,1,0,1_1_0
KOR_A2_0 - Smoking - WE_KOR_SMK0_005_A2_0.xlsx||3,KOR_A2_0 - Smoking - WE_KOR_SMK0_005_A2_0.xlsx,3,"Someone who smoked cigarettes in public places, the people he or she may get sick due to tobacco, and, you know, secondhand smoke is more dangerous than direct smoke.","/ERR/Someone who smoked cigarettes in public places, the people he or she may get sick due to tobacco/ERR/, and, you know, secondhand smoke is more dangerous than direct smoke.","Someone who smoked cigarettes in public places, the people he or she may get sick due to tobacco",2,ST_03|ST_16,0,1,1,high,high,low,high,0,2,1,0_1_1
KOR_A2_0 - Smoking - WE_KOR_SMK0_005_A2_0.xlsx||4,KOR_A2_0 - Smoking - WE_KOR_SMK0_005_A2_0.xlsx,4,Because smoking in public places because of the obvious etiquette.,/ERR/Because smoking in public places because of the obvious etiquette/ERR/.,Because smoking in public places because of the obvious etiquette,2,ST_03|ST_16,1,1,1,low,low,low,high,1,1,1,1_1_1
KOR_A2_0 - Smoking - WE_KOR_SMK0_005_A2_0.xlsx||5,KOR_A2_0 - Smoking - WE_KOR_SMK0_005_A2_0.xlsx,5,"In addition, smoking in public places give a relative sense, because the discomfort.","In addition, smoking in public places /ERR/give a relative sense, because the discomfort/ERR/.","give a relative sense, because the discomfort",2,ST_03|ST_16,0,1,1,high,low,low,high,0,1,1,0_1_1
KOR_A2_0 - Smoking - WE_KOR_SMK0_005_A2_0.xlsx||6,KOR_A2_0 - Smoking - WE_KOR_SMK0_005_A2_0.xlsx,6,"First of all, smoking in public places gives go give enormous damage.","First of all, smoking in public places /ERR/gives go give enormous damage/ERR/.",gives go give enormous damage,2,ST_03|ST_16,0,1,1,high,low,low,high,0,1,1,0_1_1
KOR_A2_0 - Smoking - WE_KOR_SMK0_005_A2_0.xlsx||8,KOR_A2_0 - Smoking - WE_KOR_SMK0_005_A2_0.xlsx,8,"Due to secondhand smoke in 1996 2,277 people died from lung cancer were Korean women, if the husband did not smoke they would have been approximately 800 lung cancer deaths of women could have been prevented, he said.","/ERR/Due to secondhand smoke in 1996 2,277 people died from lung cancer were Korean women, if the husband did not smoke they would have been approximately 800 lung cancer deaths of women could have been prevented, he said/ERR/.","Due to secondhand smoke in 1996 2,277 people died from lung cancer were Korean women, if the husband did not smoke they would have been approximately 800 lung cancer deaths of women could have been prevented, he said",2,ST_03|ST_16,1,1,0,low,low,high,high,1,1,0,1_1_0
KOR_A2_0 - Smoking - WE_KOR_SMK0_005_A2_0.xlsx||9,KOR_A2_0 - Smoking - WE_KOR_SMK0_005_A2_0.xlsx,9,"So, smoking in public places, as well as smokers in public places that bring a lot of damage to people's behavior.","So, smoking in public places, as well as /ERR/smokers in public places that bring a lot of damage to people's behavior/ERR/.",smokers in public places that bring a lot of damage to people's behavior,2,ST_03|ST_16,0,1,0,high,high,high,low,0,2,0,0_1_0
KOR_A2_0 - Smoking - WE_KOR_SMK0_005_A2_0.xlsx||10,KOR_A2_0 - Smoking - WE_KOR_SMK0_005_A2_0.xlsx,10,"Second, because smokers in public places smoking law will be able to reduce the number of smokers.","Second, because /ERR/smokers in public places smoking law will be able to reduce the number of smokers/ERR/.",smokers in public places smoking law will be able to reduce the number of smokers,2,ST_03|ST_16,0,1,1,high,high,low,high,0,2,1,0_1_1
KOR_A2_0 - Smoking - WE_KOR_SMK0_005_A2_0.xlsx||11,KOR_A2_0 - Smoking - WE_KOR_SMK0_005_A2_0.xlsx,11,"Because in a public place away from public places smoke-free due to having to smoke, because the number of smokers would be able to give you one because I think.","/ERR/Because in a public place away from public places smoke-free due to having to smoke, because the number of smokers would be able to give you one because I think/ERR/.","Because in a public place away from public places smoke-free due to having to smoke, because the number of smokers would be able to give you one because I think",2,ST_03|ST_16,0,1,1,high,low,high,high,0,1,2,0_1_1
KOR_A2_0 - Smoking - WE_KOR_SMK0_005_A2_0.xlsx||12,KOR_A2_0 - Smoking - WE_KOR_SMK0_005_A2_0.xlsx,12,"Smoking in public places to the end of the act that brings harm on you, so should smoking.","/ERR/Smoking in public places to the end of the act that brings harm on you, so should smoking/ERR/.","Smoking in public places to the end of the act that brings harm on you, so should smoking",2,ST_03|ST_16,0,1,1,high,high,high,low,0,2,2,0_1_1
KOR_A2_0 - Smoking - WE_KOR_SMK0_006_A2_0.xlsx||1,KOR_A2_0 - Smoking - WE_KOR_SMK0_006_A2_0.xlsx,1,These days smokers are get no consideration for others in a restaurant.,These days smokers /ERR/are get no consideration/ERR/ for others in a restaurant.,are get no consideration,2,ST_01|ST_14,1,1,1,high,high,high,low,2,2,2,1_1_1
KOR_A2_0 - Smoking - WE_KOR_SMK0_006_A2_0.xlsx||3,KOR_A2_0 - Smoking - WE_KOR_SMK0_006_A2_0.xlsx,3,They appear that smoking is harmful to other people.,/ERR/They appear that smoking is harmful to other people/ERR/.,They appear that smoking is harmful to other people,2,ST_01|ST_14,1,0,1,low,high,low,high,1,0,1,1_0_1
KOR_A2_0 - Smoking - WE_KOR_SMK0_006_A2_0.xlsx||5,KOR_A2_0 - Smoking - WE_KOR_SMK0_006_A2_0.xlsx,5,"Because not only smoking is very harmful to their health, but also smoking is more harmful to cigarette smoke breathing people.","Because not only smoking is very harmful to their health, but also smoking is more harmful to /ERR/cigarette smoke breathing people/ERR/.",cigarette smoke breathing people,2,ST_01|ST_14,1,1,1,low,low,low,high,1,1,1,1_1_1
KOR_A2_0 - Smoking - WE_KOR_SMK0_006_A2_0.xlsx||6,KOR_A2_0 - Smoking - WE_KOR_SMK0_006_A2_0.xlsx,6,Smoking can lead to various cancer and various diseases.,Smoking can lead to /ERR/various cancer/ERR/ and various diseases.,various cancer,2,ST_01|ST_14,1,0,0,low,high,high,high,1,0,0,1_0_0
KOR_A2_0 - Smoking - WE_KOR_SMK0_006_A2_0.xlsx||7,KOR_A2_0 - Smoking - WE_KOR_SMK0_006_A2_0.xlsx,7,"Because of many people and all ages in a restaurant, smoker is much damage to children, older people, pregnant woman and other people.","Because of many people and all ages in a restaurant, /ERR/smoker is much damage/ERR/ to children, older people, pregnant woman and other people.",smoker is much damage,2,ST_01|ST_14,1,1,1,high,high,high,low,2,2,2,1_1_1
KOR_A2_0 - Smoking - WE_KOR_SMK0_006_A2_0.xlsx||9,KOR_A2_0 - Smoking - WE_KOR_SMK0_006_A2_0.xlsx,9,Therefore passive smoking breath people increase risk of various cancer and various diseases.,Therefore /ERR/passive smoking breath people/ERR/ increase risk of various cancer and various diseases.,passive smoking breath people,2,ST_01|ST_14,1,1,1,high,high,high,low,2,2,2,1_1_1
KOR_A2_0 - Smoking - WE_KOR_SMK0_006_A2_0.xlsx||10,KOR_A2_0 - Smoking - WE_KOR_SMK0_006_A2_0.xlsx,10,"So, people who don't smoking is very angry.","So, people who /ERR/don't smoking/ERR/ is very angry.",don't smoking,2,ST_01|ST_14,1,1,1,low,high,low,high,1,2,1,1_1_1
KOR_A2_0 - Smoking - WE_KOR_SMK0_006_A2_0.xlsx||11,KOR_A2_0 - Smoking - WE_KOR_SMK0_006_A2_0.xlsx,11,"Besides, smoking smell is terrible so, food taste is lost.","Besides, /ERR/smoking smell/ERR/ is terrible so, /ERR/food taste is lost/ERR/.",smoking smell,2,ST_01|ST_14,1,1,0,high,low,high,high,2,1,0,1_1_0
KOR_A2_0 - Smoking - WE_KOR_SMK0_006_A2_0.xlsx||12,KOR_A2_0 - Smoking - WE_KOR_SMK0_006_A2_0.xlsx,12,And restaurants had better make smoking room.,And restaurants had better make /ERR/smoking room/ERR/.,smoking room,2,ST_01|ST_14,0,1,1,high,high,low,high,0,2,1,0_1_1
KOR_A2_0 - Smoking - WE_KOR_SMK0_006_A2_0.xlsx||13,KOR_A2_0 - Smoking - WE_KOR_SMK0_006_A2_0.xlsx,13,People who smoke cigarette must don't smoke in a restaurant.,People who smoke cigarette must /ERR/don't smoke/ERR/ in a restaurant.,don't smoke,2,ST_01|ST_14,1,1,0,low,high,high,high,1,2,0,1_1_0
KOR_A2_0 - Smoking - WE_KOR_SMK0_006_A2_0.xlsx||14,KOR_A2_0 - Smoking - WE_KOR_SMK0_006_A2_0.xlsx,14,"If they want smoking, they smoke out restaurant for many people's health in a restaurant.","If they want smoking, they smoke /ERR/out restaurant/ERR/ for many people's health in a restaurant.",out restaurant,2,ST_01|ST_14,1,1,1,high,low,low,high,2,1,1,1_1_1
KOR_A2_0 - Smoking - WE_KOR_SMK0_006_A2_0.xlsx||15,KOR_A2_0 - Smoking - WE_KOR_SMK0_006_A2_0.xlsx,15,"Also, restaurants need restrictions to smokers.","Also, restaurants need /ERR/restrictions to smokers/ERR/.",restrictions to smokers,2,ST_01|ST_14,1,1,0,low,low,high,high,1,1,0,1_1_0
KOR_A2_0 - Smoking - WE_KOR_SMK0_006_A2_0.xlsx||16,KOR_A2_0 - Smoking - WE_KOR_SMK0_006_A2_0.xlsx,16,Smoker needs more consideration for others in a restaurant and they realize that their smoking is harmful to other people's health.,/ERR/Smoker needs more consideration for others in a restaurant and they realize that their smoking is harmful to other people's health/ERR/.,Smoker needs more consideration for others in a restaurant and they realize that their smoking is harmful to other people's health,2,ST_01|ST_14,1,1,0,low,low,high,high,1,1,0,1_1_0
KOR_A2_0 - Smoking - WE_KOR_SMK0_018_A2_0.xlsx||2,KOR_A2_0 - Smoking - WE_KOR_SMK0_018_A2_0.xlsx,2,The defendant does not want to forward.,The /ERR/defendant/ERR/ does not want to forward.,defendant,2,ST_03|ST_16,1,0,1,low,high,low,high,1,0,1,1_0_1
KOR_A2_0 - Smoking - WE_KOR_SMK0_018_A2_0.xlsx||3,KOR_A2_0 - Smoking - WE_KOR_SMK0_018_A2_0.xlsx,3,The defendant does not want to forward.,The defendant does not want /ERR/to forward/ERR/.,to forward,2,ST_03|ST_16,1,0,0,high,high,high,low,2,0,0,1_0_0
KOR_A2_0 - Smoking - WE_KOR_SMK0_018_A2_0.xlsx||5,KOR_A2_0 - Smoking - WE_KOR_SMK0_018_A2_0.xlsx,5,"So, who wander the streets looking at recreation in the tobacco harm the people around him seems to emit a spooky.","/ERR/So, who wander the streets looking at recreation in the tobacco harm the people around him seems to emit a spooky/ERR/.","So, who wander the streets looking at recreation in the tobacco harm the people around him seems to emit a spooky",2,ST_03|ST_16,0,1,1,high,low,low,high,0,1,1,0_1_1
KOR_A2_0 - Smoking - WE_KOR_SMK0_018_A2_0.xlsx||6,KOR_A2_0 - Smoking - WE_KOR_SMK0_018_A2_0.xlsx,6,That does not mean I did not smoke.,That does not mean /ERR/I did not smoke/ERR/.,I did not smoke,2,ST_03|ST_16,0,1,0,high,low,high,high,0,1,0,0_1_0
KOR_A2_0 - Smoking - WE_KOR_SMK0_018_A2_0.xlsx||7,KOR_A2_0 - Smoking - WE_KOR_SMK0_018_A2_0.xlsx,7,So when I was a student friend in elementary school is seen curiosity.,/ERR/So when I was a student friend in elementary school is seen curiosity/ERR/.,So when I was a student friend in elementary school is seen curiosity,2,ST_03|ST_16,1,1,1,low,high,low,high,1,2,1,1_1_1
KOR_A2_0 - Smoking - WE_KOR_SMK0_018_A2_0.xlsx||8,KOR_A2_0 - Smoking - WE_KOR_SMK0_018_A2_0.xlsx,8,Although it did not directly cigarette stuck to his teacher was right for a very scolding can remember.,/ERR/Although it did not directly cigarette stuck to his teacher was right for a very scolding can remember/ERR/.,Although it did not directly cigarette stuck to his teacher was right for a very scolding can remember,2,ST_03|ST_16,0,1,0,high,high,high,low,0,2,0,0_1_0
KOR_A2_0 - Smoking - WE_KOR_SMK0_018_A2_0.xlsx||9,KOR_A2_0 - Smoking - WE_KOR_SMK0_018_A2_0.xlsx,9,The magazine has a cigarette behind.,/ERR/The magazine has a cigarette behind/ERR/.,The magazine has a cigarette behind,2,ST_03|ST_16,1,1,1,low,low,low,high,1,1,1,1_1_1
KOR_A2_0 - Smoking - WE_KOR_SMK0_018_A2_0.xlsx||10,KOR_A2_0 - Smoking - WE_KOR_SMK0_018_A2_0.xlsx,10,"Puts a cigarette again, it was in the military that was at the time had come.","/ERR/Puts a cigarette again, it was in the military that was at the time had come/ERR/.","Puts a cigarette again, it was in the military that was at the time had come",2,ST_03|ST_16,0,1,0,high,high,high,low,0,2,0,0_1_0
KOR_A2_0 - Smoking - WE_KOR_SMK0_018_A2_0.xlsx||11,KOR_A2_0 - Smoking - WE_KOR_SMK0_018_A2_0.xlsx,11,"At that time, so lonely, I have struggled a lot.","At that time, /ERR/so lonely/ERR/, I have struggled a lot.",so lonely,2,ST_03|ST_16,1,0,0,high,high,high,low,2,0,0,1_0_0
KOR_A2_0 - Smoking - WE_KOR_SMK0_018_A2_0.xlsx||12,KOR_A2_0 - Smoking - WE_KOR_SMK0_018_A2_0.xlsx,12,I was elected to learn from the tobacco.,I was /ERR/elected to learn from the tobacco/ERR/.,elected to learn from the tobacco,2,ST_03|ST_16,0,0,1,high,high,low,high,0,0,1,0_0_1
KOR_A2_0 - Smoking - WE_KOR_SMK0_018_A2_0.xlsx||13,KOR_A2_0 - Smoking - WE_KOR_SMK0_018_A2_0.xlsx,13,"Then, the two being sometimes thought cigarettes were bad times for each.","/ERR/Then, the two being sometimes thought cigarettes were bad times for each/ERR/.","Then, the two being sometimes thought cigarettes were bad times for each",2,ST_03|ST_16,0,1,0,high,high,high,low,0,2,0,0_1_0
KOR_A2_0 - Smoking - WE_KOR_SMK0_018_A2_0.xlsx||14,KOR_A2_0 - Smoking - WE_KOR_SMK0_018_A2_0.xlsx,14,"Stop smoking followed by the conclusion of the army to School at the University, but the smell of smoke when you drink, you were missed.","/ERR/Stop smoking followed by the conclusion of the army to School at the University/ERR/, but the smell of smoke when you drink, you were missed.",Stop smoking followed by the conclusion of the army to School at the University,2,ST_03|ST_16,0,1,1,high,high,low,high,0,2,1,0_1_1
KOR_A2_0 - Smoking - WE_KOR_SMK0_018_A2_0.xlsx||15,KOR_A2_0 - Smoking - WE_KOR_SMK0_018_A2_0.xlsx,15,"Stop smoking followed by the conclusion of the army to School at the University, but the smell of smoke when you drink, you were missed.","Stop smoking followed by the conclusion of the army to School at the University, but /ERR/the smell of smoke when you drink, you were missed/ERR/.","the smell of smoke when you drink, you were missed",2,ST_03|ST_16,0,1,1,high,low,low,high,0,1,1,0_1_1
KOR_A2_0 - Smoking - WE_KOR_SMK0_018_A2_0.xlsx||16,KOR_A2_0 - Smoking - WE_KOR_SMK0_018_A2_0.xlsx,16,"So the bad times, one for each cigarette, but frequently did not think about health.","/ERR/So the bad times, one for each cigarette/ERR/, but frequently did not think about health.","So the bad times, one for each cigarette",2,ST_03|ST_16,0,1,1,high,low,low,high,0,1,1,0_1_1
KOR_A2_0 - Smoking - WE_KOR_SMK0_018_A2_0.xlsx||17,KOR_A2_0 - Smoking - WE_KOR_SMK0_018_A2_0.xlsx,17,"So the bad times, one for each cigarette, but frequently did not think about health.","So the bad times, one for each cigarette, but /ERR/frequently did not think about health/ERR/.",frequently did not think about health,2,ST_03|ST_16,0,0,1,high,high,low,high,0,0,1,0_0_1
KOR_A2_0 - Smoking - WE_KOR_SMK0_018_A2_0.xlsx||20,KOR_A2_0 - Smoking - WE_KOR_SMK0_018_A2_0.xlsx,20,"I do not smoke, my girl, I hope the people who hate tobacco.","I do not smoke, my girl, /ERR/I hope the people who hate tobacco/ERR/.",I hope the people who hate tobacco,2,ST_03|ST_16,0,0,1,high,high,low,high,0,0,1,0_0_1
KOR_A2_0 - Smoking - WE_KOR_SMK0_018_A2_0.xlsx||21,KOR_A2_0 - Smoking - WE_KOR_SMK0_018_A2_0.xlsx,21,Imagine ever being old is a healthy future.,/ERR/Imagine ever being old is a healthy future/ERR/.,Imagine ever being old is a healthy future,2,ST_03|ST_16,0,1,0,high,low,high,high,0,1,0,0_1_0
KOR_A2_0 - Smoking - WE_KOR_SMK0_018_A2_0.xlsx||22,KOR_A2_0 - Smoking - WE_KOR_SMK0_018_A2_0.xlsx,22,Even if cigarette prices rise the more I do not care.,Even if cigarette prices rise /ERR/the more I do not care/ERR/.,the more I do not care,2,ST_03|ST_16,1,0,0,low,high,high,high,1,0,0,1_0_0
KOR_B1_1 - Smoking - WE_KOR_SMK0_003_B1_1.xlsx||1,KOR_B1_1 - Smoking - WE_KOR_SMK0_003_B1_1.xlsx,1,"These days, all building inside is marked non-smoking.","These days, /ERR/all building inside/ERR/ is marked non-smoking.",all building inside,2,ST_09|ST_16,1,1,1,low,low,low,high,1,1,1,1_1_1
KOR_B1_1 - Smoking - WE_KOR_SMK0_003_B1_1.xlsx||2,KOR_B1_1 - Smoking - WE_KOR_SMK0_003_B1_1.xlsx,2,"Also, toilet is non-smoking; you will smoke in the smoking room.","Also, /ERR/toilet is non-smoking/ERR/; you will smoke in the smoking room.",toilet is non-smoking,2,ST_09|ST_16,1,0,0,high,high,high,low,2,0,0,1_0_0
KOR_B1_1 - Smoking - WE_KOR_SMK0_003_B1_1.xlsx||4,KOR_B1_1 - Smoking - WE_KOR_SMK0_003_B1_1.xlsx,4,"Everyone knows, cigarette is bad effect in body.","Everyone knows, cigarette is /ERR/bad effect in body/ERR/.",bad effect in body,2,ST_09|ST_16,1,0,0,low,high,high,high,1,0,0,1_0_0
KOR_B1_1 - Smoking - WE_KOR_SMK0_003_B1_1.xlsx||8,KOR_B1_1 - Smoking - WE_KOR_SMK0_003_B1_1.xlsx,8,Having naphthalene and many chemistry things.,/ERR/Having naphthalene and many chemistry things/ERR/.,Having naphthalene and many chemistry things,2,ST_09|ST_16,1,0,0,high,high,high,low,2,0,0,1_0_0
KOR_B1_1 - Smoking - WE_KOR_SMK0_003_B1_1.xlsx||9,KOR_B1_1 - Smoking - WE_KOR_SMK0_003_B1_1.xlsx,9,"Thus, I am sure that harmful thing for smoker and non-smoker.","Thus, I am sure that /ERR/harmful thing for smoker and non-smoker/ERR/.",harmful thing for smoker and non-smoker,2,ST_09|ST_16,1,0,1,low,high,low,high,1,0,1,1_0_1
KOR_B1_1 - Smoking - WE_KOR_SMK0_003_B1_1.xlsx||10,KOR_B1_1 - Smoking - WE_KOR_SMK0_003_B1_1.xlsx,10,"But, cigarette has worst result in besides non-smoker.","But, cigarette has /ERR/worst result in besides non-smoker/ERR/.",worst result in besides non-smoker,2,ST_09|ST_16,0,1,1,high,low,low,high,0,1,1,0_1_1
KOR_B1_1 - Smoking - WE_KOR_SMK0_003_B1_1.xlsx||11,KOR_B1_1 - Smoking - WE_KOR_SMK0_003_B1_1.xlsx,11,You should not to damage for other people.,You should /ERR/not to damage for other people/ERR/.,not to damage for other people,2,ST_09|ST_16,1,1,0,low,high,high,high,1,2,0,1_1_0
KOR_B1_1 - Smoking - WE_KOR_SMK0_003_B1_1.xlsx||12,KOR_B1_1 - Smoking - WE_KOR_SMK0_003_B1_1.xlsx,12,"Therefore, you should do your action to responsibility","Therefore, you should /ERR/do your action to responsibility/ERR/.",do your action to responsibility,2,ST_09|ST_16,1,1,0,low,low,high,high,1,1,0,1_1_0
KOR_B1_1 - Smoking - WE_KOR_SMK0_003_B1_1.xlsx||13,KOR_B1_1 - Smoking - WE_KOR_SMK0_003_B1_1.xlsx,13,"Second, Smoking room is all building in isolation.","Second, /ERR/Smoking room is all building in isolation/ERR/.",Smoking room is all building in isolation,2,ST_09|ST_16,1,0,1,low,high,low,high,1,0,1,1_0_1
KOR_B1_1 - Smoking - WE_KOR_SMK0_003_B1_1.xlsx||15,KOR_B1_1 - Smoking - WE_KOR_SMK0_003_B1_1.xlsx,15,Smoking room is only smoke in the room.,/ERR/Smoking room is only smoke in the room/ERR/.,Smoking room is only smoke in the room,2,ST_09|ST_16,0,0,1,high,high,high,low,0,0,2,0_0_1
KOR_B1_1 - Smoking - WE_KOR_SMK0_003_B1_1.xlsx||17,KOR_B1_1 - Smoking - WE_KOR_SMK0_003_B1_1.xlsx,17,"For example, all coffee shops have smoking room or other restaurants or PC room have smoking room.","For example, all coffee shops have smoking room or other restaurants or /ERR/PC room/ERR/ have smoking room.",PC room,2,ST_09|ST_16,0,0,1,high,high,low,high,0,0,1,0_0_1
KOR_B1_1 - Smoking - WE_KOR_SMK0_003_B1_1.xlsx||18,KOR_B1_1 - Smoking - WE_KOR_SMK0_003_B1_1.xlsx,18,"So, it is right that you should smoke to smoking room.","So, it is right that you should smoke /ERR/to smoking room/ERR/.",to smoking room,2,ST_09|ST_16,1,0,0,high,high,high,low,2,0,0,1_0_0
KOR_B1_1 - Smoking - WE_KOR_SMK0_003_B1_1.xlsx||19,KOR_B1_1 - Smoking - WE_KOR_SMK0_003_B1_1.xlsx,19,"Finally, cigarette have thing in fire.","Finally, cigarette have /ERR/thing in fire/ERR/.",thing in fire,2,ST_09|ST_16,1,0,1,high,high,low,high,2,0,1,1_0_1
KOR_B1_1 - Smoking - WE_KOR_SMK0_003_B1_1.xlsx||20,KOR_B1_1 - Smoking - WE_KOR_SMK0_003_B1_1.xlsx,20,The lights of cigarette are burn to all building.,The /ERR/lights of cigarette are burn to all building/ERR/.,lights of cigarette are burn to all building,2,ST_09|ST_16,0,1,1,high,low,low,high,0,1,1,0_1_1
KOR_B1_1 - Smoking - WE_KOR_SMK0_003_B1_1.xlsx||21,KOR_B1_1 - Smoking - WE_KOR_SMK0_003_B1_1.xlsx,21,"Actually, sometimes I saw to news content in the lights of cigarette is burn to wood or forest.","Actually, sometimes I /ERR/saw to news content/ERR/ in the lights of cigarette is burn to wood or forest.",saw to news content,2,ST_09|ST_16,1,0,0,low,high,high,high,1,0,0,1_0_0
KOR_B1_1 - Smoking - WE_KOR_SMK0_003_B1_1.xlsx||22,KOR_B1_1 - Smoking - WE_KOR_SMK0_003_B1_1.xlsx,22,"Actually, sometimes I saw to news content in the lights of cigarette is burn to wood or forest.","Actually, sometimes I saw to news content in the /ERR/lights of cigarette is burn to wood or forest/ERR/.",lights of cigarette is burn to wood or forest,2,ST_09|ST_16,1,0,0,high,high,high,low,2,0,0,1_0_0
KOR_B1_1 - Smoking - WE_KOR_SMK0_003_B1_1.xlsx||23,KOR_B1_1 - Smoking - WE_KOR_SMK0_003_B1_1.xlsx,23,I think deserved smoking is banned at all restaurants.,I think /ERR/deserved smoking is banned/ERR/ at all restaurants.,deserved smoking is banned,2,ST_09|ST_16,1,1,1,low,low,low,high,1,1,1,1_1_1
KOR_B1_1 - Smoking - WE_KOR_SMK0_003_B1_1.xlsx||24,KOR_B1_1 - Smoking - WE_KOR_SMK0_003_B1_1.xlsx,24,And I think I banned to smoke at the bus station.,And I think /ERR/I banned to smoke/ERR/ at the bus station.,I banned to smoke,2,ST_09|ST_16,0,0,1,high,high,low,high,0,0,1,0_0_1
KOR_B1_1 - Smoking - WE_KOR_SMK0_008_B1_1.xlsx||1,KOR_B1_1 - Smoking - WE_KOR_SMK0_008_B1_1.xlsx,1,"I do not agree about smoking on campus Nonsmokers are more than smokers in campus So smokers damage to nonsmokers about health And because Smoking is bad for health, for their health, must quit smoking.","I do not agree /ERR/about smoking on campus/ERR/ Nonsmokers are more than smokers in campus So smokers damage to nonsmokers about health And because Smoking is bad for health, for their health, must quit smoking.",about smoking on campus,2,ST_01|ST_02,1,0,0,low,high,high,high,1,0,0,1_0_0
